product_id,abc_category,category,total_forecast_demand,avg_monthly_demand
FB001834,B,Tops,59.36149516687982,9.893582527813303
FB001006,A,Accessories,59.35927156740226,9.893211927900376
FB001466,A,Bottoms,59.357308130539046,9.892884688423175
FB000565,C,Shoes,59.35708234393343,9.892847057322237
FB000949,A,Accessories,59.35127040279494,9.891878400465822
FB000074,B,Tops,59.34518693709933,9.890864489516554
FB000413,A,Outerwear,59.34489636874107,9.890816061456844
FB001784,B,Outerwear,59.339108831565206,9.889851471927534
FB001275,A,Bottoms,59.33577144777678,9.88929524129613
FB000470,B,Outerwear,59.33459460565951,9.889099100943252
FB000355,C,Dresses,59.32124739308725,9.88687456551454
FB000763,B,Outerwear,59.320249432393666,9.886708238732277
FB000853,C,Shoes,59.31846237708482,9.886410396180803
FB000927,A,Outerwear,59.31673385839309,9.886122309732182
FB000993,C,Shoes,59.314490796750576,9.885748466125095
FB000202,A,Shoes,59.313097117260384,9.885516186210063
FB001072,B,Bottoms,59.31072240366336,9.88512040061056
FB000863,A,Dresses,59.30824334361418,9.884707223935697
FB001448,C,Outerwear,59.30781539302515,9.884635898837525
FB001757,A,Shoes,59.29985132059051,9.883308553431752
FB001303,B,Dresses,59.29516956734267,9.882528261223777
FB001091,A,Accessories,59.28479698675967,9.880799497793278
FB000483,B,Shoes,59.28397573874838,9.88066262312473
FB000444,A,Outerwear,59.280723487846835,9.880120581307805
FB000873,C,Accessories,59.27812539429368,9.879687565715614
FB002040,C,Shoes,59.27756452348791,9.879594087247986
FB001138,A,Shoes,59.27417972565746,9.879029954276243
FB000409,C,Outerwear,59.27351558777016,9.87891926462836
FB000003,A,Accessories,59.26655701150582,9.877759501917636
FB002117,A,Shoes,59.2625291571903,9.87708819286505
FB001338,B,Shoes,59.257690043015565,9.876281673835928
FB002148,C,Dresses,59.256800642371964,9.876133440395327
FB000352,B,Bottoms,59.252403421229104,9.875400570204851
FB000015,A,Tops,59.245509630626884,9.874251605104481
FB000631,C,Tops,59.24002849700372,9.873338082833953
FB000158,B,Shoes,59.23983103205276,9.873305172008793
FB001135,A,Bottoms,59.23829410638669,9.873049017731114
FB000476,A,Shoes,59.23678329385038,9.87279721564173
FB000122,A,Bottoms,59.23483644365962,9.872472740609936
FB001079,A,Dresses,59.23227261488421,9.872045435814035
FB001277,B,Shoes,59.226629733927666,9.87110495565461
FB001357,A,Tops,59.22061070534298,9.870101784223829
FB001760,C,Bottoms,59.2148967446817,9.86914945744695
FB000341,B,Bottoms,59.210701020468775,9.868450170078129
FB001384,C,Dresses,59.20728765073385,9.86788127512231
FB000900,B,Outerwear,59.20525941370845,9.867543235618074
FB000434,B,Shoes,59.20220709101841,9.867034515169735
FB002083,A,Shoes,59.19969211154532,9.866615351924219
FB001846,A,Dresses,59.19586031142321,9.865976718570534
FB001373,B,Shoes,59.19309729275241,9.865516215458735
FB000864,A,Accessories,59.19202485613704,9.86533747602284
FB001831,A,Dresses,59.19044528798196,9.86507421466366
FB000481,B,Shoes,59.17917240347771,9.863195400579619
FB002064,B,Shoes,59.178241726349,9.863040287724834
FB000293,C,Bottoms,59.17620517750245,9.862700862917075
FB001433,A,Tops,59.17430582593137,9.862384304321894
FB001503,B,Dresses,59.17170406023751,9.861950676706252
FB001431,C,Dresses,59.16936269842717,9.861560449737862
FB001439,A,Tops,59.16512376806797,9.860853961344661
FB001729,A,Shoes,59.15846553198612,9.85974425533102
FB001423,B,Bottoms,59.151578180214386,9.858596363369065
FB000298,A,Dresses,59.151301751579865,9.858550291929978
FB001588,A,Accessories,59.14503929654927,9.857506549424878
FB001603,C,Shoes,59.14396992494949,9.857328320824914
FB000814,B,Dresses,59.14318283492446,9.857197139154076
FB000579,A,Tops,59.142415088194554,9.857069181365759
FB001226,A,Shoes,59.14032900058129,9.856721500096882
FB001941,A,Shoes,59.13697994251758,9.856163323752929
FB001140,B,Dresses,59.13210236395358,9.855350393992262
FB001322,A,Dresses,59.13208316165591,9.855347193609319
FB000972,A,Dresses,59.1316400310801,9.855273338513351
FB000124,A,Shoes,59.127031902566245,9.854505317094373
FB000437,B,Bottoms,59.12568666206633,9.854281110344388
FB000008,A,Dresses,59.12379016874672,9.853965028124454
FB001089,A,Outerwear,59.11745923507011,9.852909872511685
FB000266,C,Accessories,59.110580744661455,9.851763457443576
FB001223,B,Bottoms,59.108489236328964,9.851414872721493
FB001576,C,Outerwear,59.10557971772741,9.850929952954568
FB001340,B,Shoes,59.10519014329909,9.850865023883182
FB000830,A,Accessories,59.086181299460605,9.847696883243435
FB000192,A,Tops,59.07474682275956,9.845791137126593
FB001147,B,Bottoms,59.0735441857077,9.84559069761795
FB001063,A,Shoes,59.067665346021876,9.844610891003645
FB001937,A,Bottoms,59.066316478078726,9.844386079679788
FB001093,A,Dresses,59.06190661907746,9.843651103179576
FB000543,B,Shoes,59.05895778499588,9.843159630832647
FB002070,C,Shoes,59.05653087718176,9.842755146196959
FB000980,A,Bottoms,59.05520580542441,9.842534300904068
FB001875,B,Shoes,59.05177542885917,9.841962571476529
FB000999,B,Dresses,59.04988178038238,9.841646963397062
FB000604,B,Dresses,59.04707657227149,9.841179428711916
FB002054,C,Outerwear,59.04674894365749,9.841124823942915
FB001840,C,Shoes,59.04468708588118,9.840781180980196
FB002041,A,Dresses,59.044241400054624,9.840706900009105
FB002010,B,Dresses,59.0421899816464,9.840364996941068
FB001143,A,Dresses,59.03737591561341,9.839562652602234
FB000635,B,Dresses,59.03598239129096,9.839330398548492
FB000191,C,Bottoms,59.03097620225705,9.838496033709509
FB000907,C,Shoes,59.02743113612753,9.837905189354588
FB001753,C,Shoes,59.01887731302486,9.83647955217081
FB001923,A,Shoes,59.01447655178847,9.835746091964745
FB001074,C,Outerwear,59.00622982053706,9.834371636756176
FB001360,B,Bottoms,58.99538703268723,9.832564505447872
FB001485,A,Dresses,58.99298409094168,9.832164015156946
FB000101,A,Bottoms,58.9883058168549,9.83138430280915
FB000505,A,Dresses,58.98468452335578,9.83078075389263
FB001209,A,Accessories,58.97939166545756,9.829898610909593
FB000876,B,Shoes,58.97502300895973,9.829170501493289
FB002047,B,Shoes,58.97281819591217,9.828803032652027
FB001442,A,Outerwear,58.97166882907269,9.828611471512115
FB001843,A,Shoes,58.963724961643194,9.8272874936072
FB000500,B,Outerwear,58.96353855410524,9.827256425684206
FB001944,A,Shoes,58.95932137129634,9.826553561882724
FB000256,A,Bottoms,58.95578635186081,9.825964391976802
FB001989,A,Bottoms,58.95399523994279,9.825665873323798
FB000429,C,Dresses,58.95248563826697,9.825414273044496
FB001863,C,Bottoms,58.94717595472201,9.824529325787003
FB000662,A,Tops,58.94570502695629,9.824284171159382
FB000103,A,Dresses,58.94213085238672,9.823688475397786
FB001821,C,Bottoms,58.94204446281287,9.823674077135479
FB001959,A,Bottoms,58.94204096531803,9.82367349421967
FB000252,A,Outerwear,58.9413165353592,9.8235527558932
FB000581,A,Dresses,58.93435894719343,9.822393157865571
FB001464,A,Bottoms,58.93275535834019,9.822125893056699
FB001809,C,Tops,58.928037024512776,9.821339504085463
FB000674,B,Dresses,58.92704835956249,9.821174726593748
FB000480,A,Shoes,58.92396873017492,9.820661455029153
FB000285,A,Shoes,58.92361694506524,9.82060282417754
FB001830,C,Outerwear,58.91824733021363,9.819707888368939
FB000717,A,Outerwear,58.91336032684015,9.81889338780669
FB001695,B,Accessories,58.91297436113605,9.818829060189342
FB001327,A,Dresses,58.912193716643564,9.818698952773927
FB001272,C,Accessories,58.91172981708139,9.81862163618023
FB001593,B,Accessories,58.91162537145011,9.818604228575017
FB001554,A,Dresses,58.90468271666659,9.817447119444433
FB000196,A,Dresses,58.89618213262369,9.816030355437283
FB000385,C,Outerwear,58.89385474838715,9.815642458064525
FB002110,A,Shoes,58.892571084393346,9.815428514065557
FB001488,A,Accessories,58.89110635924876,9.815184393208126
FB001410,C,Shoes,58.89003462157413,9.815005770262355
FB002077,C,Outerwear,58.885666753337254,9.814277792222876
FB001847,A,Bottoms,58.88484179241723,9.814140298736204
FB001406,A,Shoes,58.88103641897351,9.813506069828918
FB002142,B,Tops,58.880325029907,9.8133875049845
FB001908,C,Dresses,58.88029184140722,9.81338197356787
FB000039,B,Shoes,58.861627641846184,9.81027127364103
FB000502,C,Outerwear,58.859622983343286,9.809937163890547
FB000882,B,Dresses,58.85839183238713,9.80973197206452
FB001245,B,Dresses,58.85384955419726,9.808974925699543
FB000702,A,Accessories,58.840856939411,9.806809489901832
FB001709,A,Tops,58.829291441839196,9.804881906973199
FB001173,B,Shoes,58.82699154040921,9.804498590068201
FB000075,A,Dresses,58.82408063600053,9.804013439333422
FB000294,A,Shoes,58.82241561032106,9.80373593505351
FB001552,A,Dresses,58.8193594630767,9.80322657717945
FB000860,A,Bottoms,58.819022247008554,9.803170374501425
FB000135,A,Tops,58.81408469186938,9.802347448644896
FB001438,A,Tops,58.80639750063459,9.801066250105764
FB000375,A,Tops,58.803859400873186,9.800643233478864
FB001497,C,Shoes,58.80220517278025,9.800367528796707
FB000832,A,Tops,58.797143751614755,9.799523958602459
FB000988,A,Shoes,58.7882617938713,9.798043632311883
FB001418,A,Accessories,58.78641372081878,9.797735620136462
FB001101,A,Outerwear,58.782712118876766,9.797118686479461
FB001126,A,Shoes,58.78231311203359,9.797052185338933
FB000140,B,Shoes,58.781833438409215,9.796972239734869
FB000165,A,Shoes,58.78116959957805,9.796861599929676
FB001979,B,Outerwear,58.75982904923043,9.793304841538406
FB001871,A,Accessories,58.757673892466556,9.792945648744427
FB001271,C,Dresses,58.75585741424131,9.792642902373553
FB001441,A,Bottoms,58.75403796445178,9.792339660741964
FB000236,A,Bottoms,58.75273259284416,9.79212209880736
FB000725,A,Dresses,58.74996470384897,9.791660783974828
FB001249,B,Shoes,58.74929164933869,9.791548608223115
FB000427,A,Shoes,58.74531270167623,9.79088545027937
FB000510,A,Dresses,58.745122557275735,9.790853759545955
FB000433,A,Bottoms,58.74213849068479,9.79035641511413
FB000798,A,Outerwear,58.74144156028956,9.79024026004826
FB001163,A,Dresses,58.739641949418825,9.789940324903137
FB001071,B,Dresses,58.737175291727624,9.789529215287937
FB000564,A,Dresses,58.72937792445538,9.788229654075897
FB001844,B,Dresses,58.72344100829096,9.787240168048493
FB000672,C,Bottoms,58.7198590265175,9.786643171086249
FB001241,A,Bottoms,58.716138727076654,9.786023121179442
FB000975,B,Dresses,58.71390264214013,9.785650440356688
FB000069,B,Dresses,58.708074703922534,9.784679117320422
FB001960,A,Bottoms,58.70687553613527,9.784479256022545
FB000652,B,Shoes,58.705669428620865,9.784278238103477
FB001577,A,Outerwear,58.70368230925973,9.783947051543288
FB000889,A,Shoes,58.70073487189341,9.783455811982234
FB000274,C,Tops,58.69969887069965,9.783283145116608
FB001210,C,Outerwear,58.696763153404014,9.78279385890067
FB000420,A,Shoes,58.69445214727033,9.782408691211723
FB001808,A,Accessories,58.68336845217041,9.78056140869507
FB000522,A,Bottoms,58.6827699642287,9.780461660704782
FB000077,A,Dresses,58.67769690217428,9.779616150362381
FB002008,A,Dresses,58.672403970495566,9.778733995082595
FB000861,C,Dresses,58.648786178549265,9.774797696424878
FB000265,C,Bottoms,58.64330386411504,9.773883977352506
FB001417,C,Outerwear,58.64124820022686,9.773541366704476
FB001792,A,Bottoms,58.64102098987919,9.773503498313199
FB000998,B,Outerwear,58.63674125203124,9.772790208671873
FB001023,C,Tops,58.63630196474082,9.772716994123469
FB000881,A,Shoes,58.634019018930815,9.772336503155136
FB000841,C,Tops,58.627374807740104,9.77122913462335
FB000620,A,Shoes,58.62459742401978,9.77076623733663
FB000836,A,Outerwear,58.62393384614862,9.770655641024769
FB001600,A,Outerwear,58.60950583384581,9.768250972307635
FB001411,B,Dresses,58.608149181427706,9.768024863571284
FB001195,A,Outerwear,58.60529841334545,9.767549735557575
FB001179,C,Dresses,58.60497184939206,9.767495308232009
FB002120,A,Tops,58.60190186332318,9.766983643887196
FB000331,C,Outerwear,58.59871237122933,9.766452061871556
FB001598,A,Bottoms,58.59375926163003,9.765626543605004
FB001537,A,Tops,58.59242576704482,9.765404294507471
FB000404,A,Accessories,58.580677051397245,9.763446175232874
FB001796,A,Outerwear,58.58051976391096,9.763419960651825
FB001674,B,Bottoms,58.578623136110146,9.763103856018358
FB001059,A,Accessories,58.578349268070156,9.763058211345026
FB001493,A,Shoes,58.55350405115618,9.758917341859364
FB000491,A,Dresses,58.55244045604212,9.75874007600702
FB000623,A,Accessories,58.550354226539696,9.758392371089949
FB000044,A,Shoes,58.55008547471538,9.75834757911923
FB001910,A,Accessories,58.54441676338172,9.757402793896953
FB001715,B,Bottoms,58.54077091949597,9.756795153249328
FB001105,A,Bottoms,58.53908566455431,9.756514277425717
FB001964,A,Shoes,58.53704084678023,9.756173474463372
FB001375,C,Accessories,58.53611220084733,9.75601870014122
FB000138,C,Outerwear,58.53472189232781,9.755786982054635
FB000791,B,Outerwear,58.53467793347281,9.7557796555788
FB001490,A,Tops,58.53011902071111,9.755019836785186
FB001176,A,Shoes,58.52192019920054,9.753653366533422
FB000916,C,Bottoms,58.52133653662096,9.753556089436826
FB001215,A,Tops,58.51921152824108,9.753201921373513
FB001287,A,Shoes,58.51524700347207,9.752541167245345
FB000939,A,Tops,58.51484207068796,9.752473678447993
FB000493,A,Dresses,58.50723769512533,9.751206282520888
FB000625,C,Bottoms,58.495245729731295,9.749207621621883
FB002115,A,Dresses,58.49064766878146,9.748441278130244
FB000326,C,Dresses,58.48991614768653,9.748319357947755
FB001614,B,Shoes,58.48459581790078,9.747432636316796
FB000537,C,Outerwear,58.47769163549094,9.74628193924849
FB001022,C,Accessories,58.477471558929736,9.746245259821622
FB001407,A,Accessories,58.474195128358126,9.745699188059687
FB000955,C,Shoes,58.469232103766785,9.744872017294464
FB001361,B,Dresses,58.46529267996888,9.74421544666148
FB001203,A,Outerwear,58.46490458001816,9.744150763336359
FB000086,A,Bottoms,58.46216549099228,9.743694248498713
FB000475,B,Outerwear,58.44689858120069,9.741149763533448
FB001854,A,Tops,58.44396700654602,9.74066116775767
FB001584,C,Bottoms,58.44321328623581,9.740535547705969
FB001364,A,Tops,58.4350720698973,9.739178678316216
FB000956,B,Outerwear,58.423067059918935,9.737177843319822
FB000425,A,Outerwear,58.421741212395865,9.736956868732644
FB000634,C,Accessories,58.42020888417698,9.736701480696164
FB001990,A,Bottoms,58.41711636232344,9.73618606038724
FB000917,B,Outerwear,58.40299909613645,9.733833182689407
FB000616,A,Bottoms,58.39764201094468,9.732940335157446
FB002139,A,Tops,58.390254788003624,9.731709131333938
FB000503,A,Bottoms,58.3868343972872,9.731139066214533
FB001159,A,Accessories,58.38631288944609,9.731052148241014
FB001028,A,Outerwear,58.38262928089022,9.730438213481703
FB000313,C,Dresses,58.37468730575761,9.729114550959602
FB001911,A,Outerwear,58.37001880119005,9.728336466865008
FB001278,A,Tops,58.363565105374526,9.727260850895755
FB001077,A,Tops,58.34820496474849,9.724700827458081
FB000143,B,Shoes,58.3393767252084,9.7232294542014
FB001876,A,Bottoms,58.336727796694184,9.722787966115698
FB000667,A,Tops,58.33425368376796,9.722375613961328
FB000964,A,Tops,58.32745973668955,9.721243289448259
FB001244,A,Dresses,58.32731128528246,9.721218547547076
FB000632,A,Tops,58.32498619514064,9.72083103252344
FB001815,A,Bottoms,58.32142425010197,9.720237375016994
FB001992,C,Tops,58.31849733994525,9.719749556657542
FB002042,B,Tops,58.318325359421685,9.719720893236948
FB000772,A,Bottoms,58.31071337478781,9.718452229131302
FB000803,C,Shoes,58.30984943277247,9.71830823879541
FB000172,A,Tops,58.30667193867052,9.717778656445086
FB000438,A,Outerwear,58.30027174047697,9.716711956746162
FB000477,A,Tops,58.30009497694098,9.71668249615683
FB001774,A,Tops,58.29669966792343,9.71611661132057
FB000084,A,Shoes,58.29598710039727,9.715997850066211
FB002173,A,Dresses,58.29241997912015,9.715403329853357
FB002156,B,Bottoms,58.28645939033521,9.714409898389201
FB001007,B,Accessories,58.27924450003277,9.713207416672129
FB000300,A,Outerwear,58.27275784305576,9.712126307175959
FB002126,B,Shoes,58.26945001706045,9.711575002843409
FB002060,B,Shoes,58.2691897887073,9.711531631451217
FB000902,A,Shoes,58.267552817375105,9.71125880289585
FB001800,A,Bottoms,58.26247776625154,9.710412961041923
FB000065,C,Tops,58.243439597636375,9.707239932939396
FB000161,A,Bottoms,58.23718343342816,9.706197238904693
FB001621,B,Outerwear,58.23227828037279,9.705379713395464
FB001688,C,Tops,58.23166822447956,9.70527803741326
FB000676,C,Tops,58.228050958699406,9.704675159783234
FB001859,A,Dresses,58.22666373272967,9.704443955454945
FB000617,A,Accessories,58.22522226449117,9.704203710748528
FB000351,A,Accessories,58.222233865149256,9.703705644191542
FB001899,A,Bottoms,58.221871638273804,9.703645273045634
FB001281,A,Shoes,58.21920881082438,9.703201468470729
FB001544,B,Shoes,58.215372311333816,9.70256205188897
FB002123,A,Outerwear,58.21454176595091,9.702423627658485
FB000338,A,Outerwear,58.203300288442506,9.700550048073751
FB001001,B,Dresses,58.202462848451354,9.700410474741892
FB000430,C,Shoes,58.20082177320117,9.700136962200196
FB001895,C,Shoes,58.19849789969359,9.699749649948933
FB001389,A,Shoes,58.19657815646866,9.699429692744777
FB001341,A,Shoes,58.18280682738315,9.697134471230525
FB000859,A,Bottoms,58.18174643939838,9.69695773989973
FB002091,A,Bottoms,58.18048911785459,9.6967481863091
FB000742,C,Dresses,58.17712600933947,9.696187668223244
FB002002,B,Dresses,58.17702656497452,9.69617109416242
FB000060,C,Shoes,58.17442554998827,9.695737591664711
FB000372,A,Outerwear,58.1703573188942,9.695059553149033
FB001015,A,Bottoms,58.16588040047793,9.694313400079656
FB001119,B,Dresses,58.16340797149218,9.69390132858203
FB001307,A,Accessories,58.161480448270225,9.693580074711704
FB001049,A,Tops,58.15790523818546,9.692984206364242
FB002118,A,Bottoms,58.155200401212106,9.692533400202018
FB002080,A,Accessories,58.15129995200638,9.691883325334397
FB001955,B,Accessories,58.13926452874241,9.689877421457068
FB000664,B,Bottoms,58.13895110425142,9.689825184041903
FB001971,B,Shoes,58.134700209463404,9.689116701577234
FB000049,C,Bottoms,58.13360995768355,9.688934992947258
FB001963,A,Dresses,58.13324322113243,9.688873870188738
FB001477,A,Shoes,58.12840009686724,9.688066682811206
FB000805,A,Bottoms,58.12422914877763,9.687371524796271
FB000511,B,Shoes,58.115298358862205,9.685883059810367
FB001665,A,Tops,58.10972425448287,9.684954042413812
FB001294,C,Accessories,58.10818607942406,9.68469767990401
FB000737,C,Bottoms,58.09660553663205,9.682767589438674
FB001595,C,Shoes,58.0887439849872,9.681457330831199
FB001759,A,Shoes,58.07289478009027,9.678815796681713
FB000029,A,Dresses,58.05239193340907,9.675398655568179
FB001699,C,Bottoms,58.04648702853663,9.674414504756106
FB000869,A,Outerwear,58.044759970553315,9.674126661758885
FB000647,C,Dresses,58.034568887069995,9.672428147844998
FB001737,B,Shoes,58.03110819312623,9.671851365521038
FB001747,B,Outerwear,58.030760752196635,9.671793458699439
FB001030,B,Tops,58.02346500167541,9.670577500279235
FB001121,A,Dresses,58.018856262269104,9.669809377044851
FB000687,B,Outerwear,58.010961996448714,9.668493666074786
FB001421,C,Dresses,58.01062989590553,9.668438315984256
FB000551,A,Bottoms,58.00943723856511,9.668239539760853
FB001546,A,Dresses,58.00267105611451,9.66711184268575
FB001679,A,Shoes,57.978005966843135,9.663000994473856
FB001934,B,Tops,57.97669757696363,9.662782929493938
FB001976,B,Outerwear,57.975671366814815,9.662611894469135
FB001965,B,Outerwear,57.974162321939986,9.662360386989997
FB000336,B,Shoes,57.970721632279066,9.661786938713178
FB001323,C,Shoes,57.97015809201044,9.661693015335073
FB000585,A,Outerwear,57.967288644212545,9.661214774035424
FB000871,C,Dresses,57.96669947713724,9.661116579522874
FB001236,A,Outerwear,57.95784694162497,9.659641156937495
FB001731,B,Tops,57.95706645436131,9.659511075726884
FB001597,A,Outerwear,57.955975615377916,9.659329269229653
FB001269,A,Bottoms,57.954408610620334,9.659068101770055
FB001214,B,Bottoms,57.94086842820343,9.656811404700571
FB001183,A,Outerwear,57.93613334958192,9.65602222493032
FB001676,C,Dresses,57.93376880367396,9.65562813394566
FB001504,A,Dresses,57.92379323497599,9.653965539162664
FB001196,A,Dresses,57.91690750953082,9.652817918255137
FB000851,C,Accessories,57.9140043938242,9.652334065637367
FB002019,A,Bottoms,57.91372054173447,9.652286756955744
FB000559,A,Tops,57.90768240381681,9.651280400636134
FB001845,A,Accessories,57.898844185075575,9.649807364179262
FB000649,A,Bottoms,57.87328697815429,9.645547829692381
FB001501,B,Outerwear,57.868465209125105,9.64474420152085
FB000935,A,Outerwear,57.86688517799753,9.644480862999588
FB000518,B,Outerwear,57.85568419583228,9.642614032638713
FB000295,B,Shoes,57.84284998804722,9.64047499800787
FB000601,C,Bottoms,57.83962321731317,9.639937202885529
FB000141,B,Dresses,57.83649184440159,9.639415307400265
FB000628,B,Outerwear,57.83322734892934,9.638871224821557
FB000951,A,Outerwear,57.82349397612801,9.637248996021336
FB001231,C,Accessories,57.817965369205325,9.636327561534221
FB001401,A,Shoes,57.80084676874378,9.633474461457297
FB001255,B,Bottoms,57.80007552203762,9.633345920339604
FB000686,A,Dresses,57.794850191963256,9.632475031993875
FB002113,A,Outerwear,57.78338588255141,9.630564313758567
FB000831,A,Shoes,57.78051063737459,9.630085106229098
FB001812,B,Shoes,57.7797463823521,9.629957730392016
FB001582,B,Outerwear,57.77752783226097,9.629587972043495
FB002151,B,Dresses,57.77577405865969,9.629295676443283
FB001505,A,Bottoms,57.7748878074768,9.6291479679128
FB001399,A,Tops,57.77414691864681,9.629024486441134
FB001221,A,Tops,57.77285854442266,9.628809757403777
FB000746,A,Accessories,57.77065919838526,9.628443199730876
FB000812,A,Tops,57.760788387708374,9.626798064618063
FB001471,B,Shoes,57.75964235486069,9.626607059143447
FB001156,C,Bottoms,57.757856597661174,9.626309432943529
FB000154,B,Outerwear,57.75595826162814,9.625993043604689
FB000708,A,Dresses,57.72250455083515,9.620417425139191
FB002122,A,Bottoms,57.722464498496066,9.620410749749345
FB000471,C,Bottoms,57.71823710579895,9.619706184299824
FB001068,A,Shoes,57.71714419385942,9.619524032309902
FB000176,A,Tops,57.71310635584538,9.618851059307564
FB002078,A,Shoes,57.70794800764162,9.617991334606936
FB001348,B,Dresses,57.704070960622516,9.617345160103753
FB001767,C,Outerwear,57.69917657215821,9.616529428693035
FB001832,A,Shoes,57.69625471141967,9.616042451903278
FB000879,B,Bottoms,57.69210544330616,9.615350907217694
FB001212,B,Shoes,57.67002401431256,9.611670669052094
FB001038,A,Accessories,57.666114992701694,9.611019165450282
FB002071,A,Dresses,57.665654126462364,9.610942354410394
FB000153,B,Dresses,57.65277841274497,9.608796402124161
FB001535,C,Shoes,57.64999722925505,9.608332871542508
FB002050,C,Dresses,57.64976437643388,9.60829406273898
FB000323,A,Bottoms,57.63833991664835,9.606389986108057
FB002125,C,Shoes,57.637449008011515,9.606241501335253
FB001615,B,Dresses,57.61140402880969,9.60190067146828
FB000311,C,Bottoms,57.608485990846816,9.601414331807803
FB001866,C,Shoes,57.606209713003686,9.60103495216728
FB001811,A,Accessories,57.603239337710896,9.600539889618483
FB000390,A,Shoes,57.59228608885322,9.598714348142204
FB000659,A,Accessories,57.591014370469615,9.598502395078269
FB001671,A,Dresses,57.584066802232336,9.597344467038722
FB001684,A,Tops,57.58369999979188,9.597283333298646
FB000221,A,Outerwear,57.57354129042844,9.595590215071406
FB000485,C,Tops,57.5733739306327,9.595562321772116
FB001599,C,Dresses,57.56816715106601,9.594694525177667
FB000356,A,Shoes,57.55273617255273,9.592122695425454
FB001649,A,Shoes,57.550305717267015,9.591717619544502
FB000249,C,Outerwear,57.540719001745764,9.590119833624295
FB000990,A,Outerwear,57.53813189937728,9.589688649896212
FB001217,A,Accessories,57.53735100252008,9.589558500420013
FB001078,B,Shoes,57.53560309378636,9.589267182297727
FB001594,A,Tops,57.53401956095399,9.589003260158998
FB000299,A,Dresses,57.5320653304299,9.58867755507165
FB001386,A,Shoes,57.53022813127507,9.58837135521251
FB001935,A,Outerwear,57.52815535353942,9.588025892256569
FB001116,B,Tops,57.518335750501755,9.586389291750292
FB001495,A,Outerwear,57.51559927962088,9.585933213270147
FB000839,B,Bottoms,57.51542668392,9.585904447319999
FB001904,A,Bottoms,57.5111668543233,9.58519447572055
FB000287,A,Outerwear,57.506488967656566,9.58441482794276
FB000229,A,Outerwear,57.505092366113836,9.584182061018973
FB001370,A,Shoes,57.504476886448,9.584079481074667
FB001925,C,Bottoms,57.504048357058934,9.584008059509822
FB000909,C,Shoes,57.50005930368795,9.583343217281325
FB001956,A,Outerwear,57.49994370084132,9.58332395014022
FB000968,A,Shoes,57.49881300033621,9.583135500056036
FB001469,A,Outerwear,57.497596867981734,9.58293281133029
FB000414,C,Bottoms,57.495135727784394,9.582522621297398
FB001260,A,Dresses,57.494532341585874,9.582422056930978
FB000090,C,Bottoms,57.49452279312279,9.582420465520466
FB001605,B,Dresses,57.49448965350631,9.58241494225105
FB000701,A,Bottoms,57.479104693574214,9.579850782262369
FB000654,A,Shoes,57.47306801847748,9.578844669746246
FB000958,A,Bottoms,57.471636118766725,9.578606019794455
FB000778,A,Dresses,57.4694570274076,9.578242837901266
FB002163,A,Accessories,57.46208158361869,9.577013597269781
FB000641,A,Dresses,57.45825097274553,9.576375162124256
FB001512,B,Tops,57.45638060676515,9.576063434460858
FB000533,C,Outerwear,57.449301257614195,9.5748835429357
FB002056,B,Accessories,57.44854390383926,9.574757317306544
FB001790,A,Accessories,57.44194606387396,9.573657677312326
FB001345,A,Dresses,57.44081851114216,9.573469751857028
FB001702,A,Tops,57.426505359392436,9.571084226565405
FB001468,C,Shoes,57.42647010684634,9.571078351141056
FB001337,A,Outerwear,57.421764352827886,9.570294058804647
FB000224,A,Outerwear,57.41942914826174,9.569904858043623
FB000096,A,Accessories,57.41098350521937,9.568497250869894
FB000936,A,Outerwear,57.40974881679861,9.568291469466436
FB001664,A,Dresses,57.40939650086563,9.568232750144272
FB000499,B,Bottoms,57.388016800854295,9.564669466809049
FB001896,B,Accessories,57.382409746455544,9.563734957742591
FB000965,A,Shoes,57.38027619483789,9.563379365806314
FB001510,A,Dresses,57.373742496078606,9.5622904160131
FB000489,A,Outerwear,57.37064327373053,9.561773878955089
FB000542,B,Shoes,57.3628163377922,9.560469389632033
FB002104,A,Tops,57.36104698987041,9.560174498311735
FB001073,A,Bottoms,57.358154636624505,9.559692439437418
FB000969,B,Tops,57.35112984180361,9.558521640300603
FB001202,A,Accessories,57.348691979838755,9.558115329973125
FB000744,A,Tops,57.342021314998476,9.557003552499745
FB002051,B,Shoes,57.328367143680794,9.554727857280133
FB000317,A,Tops,57.32796466351306,9.554660777252176
FB000005,A,Tops,57.322933674425904,9.553822279070983
FB001481,A,Dresses,57.305450556771596,9.550908426128599
FB001250,A,Outerwear,57.3002330125557,9.55003883542595
FB001746,A,Outerwear,57.283956193514136,9.547326032252355
FB000787,A,Dresses,57.280487403069024,9.546747900511503
FB000112,A,Accessories,57.26944985862437,9.544908309770728
FB000009,A,Outerwear,57.25340085199348,9.542233475332248
FB000289,B,Shoes,57.2498890929553,9.541648182159216
FB000463,A,Outerwear,57.24336376102037,9.540560626836728
FB000610,A,Bottoms,57.242987729733045,9.540497954955507
FB000588,C,Bottoms,57.2394073230424,9.539901220507067
FB000129,A,Outerwear,57.23697717169043,9.539496195281737
FB000068,A,Tops,57.2282691492592,9.538044858209867
FB001252,A,Shoes,57.22711228361258,9.537852047268762
FB001237,A,Bottoms,57.223972182382994,9.537328697063833
FB002119,A,Bottoms,57.22378385291209,9.537297308818681
FB001742,A,Shoes,57.217965006802274,9.536327501133712
